44.4654, -72.6874, 408773
-116.5266, 33.9247, 6477
34.7633, 32.0681, 601.98
-102.2264, 40.2724, 11277.6
-113.8658, 34.3302, 11887.2
-124.204, 49.5065, 274.32
152.1916, -33.7543, 6743.7
-86.3795, 41.4094, 8526.78
100.2052, 14.8058, 7490.46
147.8922, -39.7767, 10081.26
-97.0477, 34.1137, 11277.6
152.6666, -26.0655, 9616.44
-90.8836, 30.7194, 2865.12
-80.0138, 44.4162, 1950.72
-83.658, 36.4423, 10660.38
100.2898, 13.9927, 3345.18
-96.8066, 46.851, 754.38
100.4267, 13.786, 2354.58
-81.1532, 40.9898, 11277.6
-94.0663, 44.8345, 2164.08
174.7143, -41.0581, 487.68
-88.9774, 41.8632, 3078.48
-98.4872, 29.5441, 312.42
157.459, -30.0819, 11285.22
-98.6581, 29.615, 1097.28
-81.6918, 41.2805, 3329.94
174.591, -39.0238, 11277.6
144.8457, -37.7105, 289.56
-112.5565, 38.9295, 13548.36
-105.2734, 43.3755, 10972.8
-76.8984, 37.0021, 6751.32
-88.1375, 38.9871, 7924.8
101.2385, 15.3108, 8305.8
151.1108, -33.5824, 2689.86
148.6705, -33.5738, 11887.2
-97.1935, 32.5644, 1394.46
-78.8052, 35.8719, 129.54
-117.8521, 33.7021, 167.64
-86.0492, 42.0073, 10972.8
-94.6915, 32.5731, 4221.48
-115.2496, 35.2905, 10271.76
-80.1285, 25.9121, 160.02
-68.5926, 42.683, 11277.6
-82.5238, 28.1277, 830.58
-123.9284, 48.1942, 1143
-87.87, 30.5716, 952.5
-113.5164, 32.4108, 3063.24
-83.0337, 43.8209, 10355.58
-96.6294, 42.162, 11277.6
-100.3211, 30.8743, 10363.2
-97.1806, 32.9886, 3688.08
173.2144, -40.6341, 11277.6
-90.0808, 28.7572, 8839.2
-83.7174, 41.7703, 4358.64
-93.6733, 35.6211, 10363.2
-92.6393, 44.0427, 1074.42
101.5723, 13.8922, 8229.6
-115.1412, 36.0765, 723.9
-87.3061, 34.633, 8839.2
-114.961, 34.0467, 10355.58
-84.1434, 37.6875, 10363.2
-82.5289, 39.4914, 11887.2
-94.7164, 29.7303, 10378.44
-80.8724, 34.3675, 6705.6
148.1682, -39.4284, 10965.18
-117.1511, 32.6942, 2598.42
-61.8495, 15.5866, 11887.2
-118.9047, 34.3684, 3512.82
-88.1412, 39.4245, 9448.8
-123.5257, 48.1371, 266.7
-85.6177, 43.9875, 10363.2
-87.4927, 33.0073, 11277.6
-46.2226, -23.3187, 2415.54
145.3679, -37.699, 182.88
-111.2132, 33.58, 3078.48
153.0064, -27.5681, 0
-50.3063, -27.2808, 11277.6
-78.557, 27.4416, 9448.8
-97.0567, 32.3327, 4922.52
-88.1864, 31.3021, 12473.94
143.3117, -36.063, 11582.4
-118.0335, 34.0869, 91.44
-58.0282, -34.8677, 342.9
-73.6841, 40.9318, 411.48
-90.127, 30.9847, 9814.56
-77.8108, -11.253, 7848.6
-49.1093, -21.9631, 10980.42
-44.9571, -23.4862, 7368.54
-84.0657, 36.2257, 12496.8
-14.7708, 29.7618, 10972.8
-121.1089, 37.6147, 5608.32
-98.6579, 29.6127, 1097.28
-94.5316, 34.1313, 12192
-92.94, 37.9223, 12192
-119.6113, 38.1811, 5052.06
-82.3516, 27.089, 556.26
-82.5004, 30.7684, 10668
-76.462, 36.0108, 10972.8
-122.2203, 37.9493, 4084.32
104.0254, 1.144, 1211.58
-85.8878, 33.0834, 5791.2
-83.3013, 42.2642, 487.68
-66.5899, 45.3906, 12192
-85.4167, 31.9586, 4922.52
-76.0311, -12.8521, 7719.06
-93.914, 44.2226, 381
-71.7239, 42.8304, 8054.34
101.8578, 0.2376, 4488.18
-98.1601, 40.7947, 12192
-73.6434, 40.7851, 601.98
-101.8799, 40.3585, 10378.44
150.4695, -33.8394, 1158.24
173.104, -41.5974, 10972.8
-74.1162, 40.8236, 365.76
-95.5285, 30.1395, 2994.66
-77.0574, 39.2077, 3528.06
-95.8247, 33.831, 2179.32
-97.6779, 30.2304, 708.66
-76.4404, 40.0511, 9753.6
-112.8298, 30.2711, 12192
-84.7009, 41.6672, 6400.8
-85.9439, 33.6893, 9502.14
-95.0036, 35.5134, 10668
138.1089, 34.6434, 10058.4
-83.2378, 32.0382, 10972.8
-96.048, 17.8809, 9448.8
154.8827, -26.7788, 9768.84
-111.1488, 32.8225, 10668
-99.4823, 46.3625, 10972.8
-104.4257, 39.101, 4274.82
-76.2928, 38.6117, 10485.12
102.5752, 1.9059, 9890.76
-80.5731, 25.7935, 906.78
-113.339, 39.2881, 10675.62
-107.0403, 35.8498, 11277.6
-122.9992, 49.0779, -68.58
140.6006, 34.4551, 3840.48
-122.3087, 47.5362, 121.92
-66.84, 41.1076, 12192
-85.3673, 32.6024, 807.72
-96.6853, 23.9946, 10668
134.5116, 34.9438, 10972.8
-75.3462, 38.2178, 11887.2
-98.0816, 28.847, 10370.82
-116.0821, 43.4936, 1211.58
-91.1577, 30.5387, 167.64
-97.3044, 30.4885, 1097.28
-115.4129, 43.3202, 9753.6
-71.0145, 42.1694, 3886.2
-91.3576, 40.569, 10058.4
-43.741, -23.2886, 8732.52
-76.9794, 41.3694, 8778.24
-111.9849, 40.892, 10363.2
-121.1772, 43.524, 5204.46
-117.2092, 32.7122, -7.62
-112.1769, 37.7286, 10972.8
-78.5503, 35.7787, 6705.6
-86.1336, 39.4358, 944.88
-71.8649, 43.7333, 10972.8
-98.4915, 28.984, 2476.5
-77.3033, 42.8935, 320.04
